index,artist,song,id,uri,href,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,hot
1241,Steve Combs,Autumn In Stalingrad,59xX6QEjNzE4NW2RU6Gfnh,spotify:track:59xX6QEjNzE4NW2RU6Gfnh,spotify:track:59xX6QEjNzE4NW2RU6Gfnh,0.453,0.455,0.506,0.0,0.113,-6.061,0.0315,79.945,0.337,2
1242,Wolf Choir,The Clicker,12hs9RdgN0mJALyhXMEoh5,spotify:track:12hs9RdgN0mJALyhXMEoh5,spotify:track:5qiDen4GXbcZixkS114QXw,0.0218,0.695,0.734,5.81e-06,0.315,-5.969,0.165,168.241,0.626,2
1243,Qkcofse,Entelech,7JaX3X1cPBAGoTs4V1P4uy,spotify:track:7JaX3X1cPBAGoTs4V1P4uy,spotify:track:3txSpWKTbQVtzo2VK8lp7F,0.869,0.416,0.393,6.69e-05,0.11,-10.053,0.0672,79.968,0.405,2
1245,Kosta T,нехай буде воля твоя,20SSuP71R4A88qHQu4BKY6,spotify:track:20SSuP71R4A88qHQu4BKY6,spotify:track:20SSuP71R4A88qHQu4BKY6,0.577,0.772,0.536,0.000381,0.11,-5.586,0.0938,79.962,0.598,2
1246,Kosta T,да прибудет,6ARd0Qd8iunz6lNyYQZz4t,spotify:track:6ARd0Qd8iunz6lNyYQZz4t,spotify:track:3h5SxKMqaUiq4H3CTELn6n,0.0865,0.468,0.91,0.0,0.178,-2.073,0.351,167.951,0.494,2
1247,Teenage Waistband,Beast,2fWSwWmKRuyioqIzOzuQGo,spotify:track:2fWSwWmKRuyioqIzOzuQGo,spotify:track:2fWSwWmKRuyioqIzOzuQGo,0.0252,0.596,0.947,0.0,0.888,-4.514,0.218,143.991,0.555,2
1248,The Hathaway Family Plot,Wildroot,3Rv0f0uMmwwEia5FmNYSI6,spotify:track:3Rv0f0uMmwwEia5FmNYSI6,spotify:track:1Cx4Gj9bpIi8OL1swBDcpY,0.805,0.395,0.194,1.54e-06,0.106,-10.854,0.034,128.159,0.156,2
1249,Pedro Buschi,SE CONFIRMO pedro buschi,3Gb3UUDQunUYfvjP02OiOY,spotify:track:3Gb3UUDQunUYfvjP02OiOY,spotify:track:4UdxFyDLa61uo9Ptg2YuAn,0.955,0.555,0.265,0.0602,0.0839,-11.656,0.0406,89.418,0.57,2
1251,Senyawa,TAK BERJUDUL (IMPROVIZATION),1VMtsqCaMNErFRmmvt4exv,spotify:track:1VMtsqCaMNErFRmmvt4exv,spotify:track:1VMtsqCaMNErFRmmvt4exv,0.0836,0.252,0.827,0.000287,0.219,-4.971,0.0321,93.968,0.477,2
1252,Ophir Ilzetzki,Electroacoustic Music from Latin America,0qLgU6T4QbL8zlbiLGV7Bd,spotify:track:0qLgU6T4QbL8zlbiLGV7Bd,spotify:track:0qLgU6T4QbL8zlbiLGV7Bd,0.0854,0.462,0.735,0.003,0.334,-6.391,0.226,121.67,0.405,2
1253,minusbaby,Trying All Day to Sleep All Night,1bNAu3WLvOmVVGCStPUIrb,spotify:track:1bNAu3WLvOmVVGCStPUIrb,spotify:track:1bNAu3WLvOmVVGCStPUIrb,0.0872,0.711,0.81,0.898,0.093,-11.5,0.0403,124.973,0.0522,2
1254,Mitoma,Paradigm,0Ca6I3rXgbdkv76V6hmiGe,spotify:track:0Ca6I3rXgbdkv76V6hmiGe,spotify:track:0Ca6I3rXgbdkv76V6hmiGe,0.00126,0.693,0.74,0.844,0.667,-12.131,0.0879,140.008,0.498,2
1255,People Like Us,A Crossed Line (Excerpt),3JboNyGr4PjUi9HH9UjH3Y,spotify:track:3JboNyGr4PjUi9HH9UjH3Y,spotify:track:3JboNyGr4PjUi9HH9UjH3Y,0.832,0.606,0.258,0.0,0.311,-17.562,0.889,85.567,0.805,2
1256,Blues Control,Blues Control Live at the OCCII,7mzgHYjvPcgfC20UaHlklS,spotify:track:7mzgHYjvPcgfC20UaHlklS,spotify:track:7mzgHYjvPcgfC20UaHlklS,0.673,0.659,0.481,0.835,0.175,-6.785,0.027,97.965,0.503,2
1257,HighWay17,Bottle and Cork,1jvi0qJgAIG7POz8HDavys,spotify:track:1jvi0qJgAIG7POz8HDavys,spotify:track:1jvi0qJgAIG7POz8HDavys,0.00523,0.6,0.766,0.0,0.174,-5.476,0.0722,170.158,0.152,2
1258,The Soft Moon,Into The Depths,72FSIjdi0a5XiHVrHlLA70,spotify:track:72FSIjdi0a5XiHVrHlLA70,spotify:track:72FSIjdi0a5XiHVrHlLA70,0.249,0.552,0.949,0.974,0.0912,-5.151,0.0677,99.991,0.194,2
1259,Feeding Goats,Sound Dunes,2uMC3P1nXLvLw7Y70H14zZ,spotify:track:2uMC3P1nXLvLw7Y70H14zZ,spotify:track:2uMC3P1nXLvLw7Y70H14zZ,0.991,0.671,0.00132,0.97,0.0702,-30.819,0.0487,69.993,0.32,2
1260,Purple Duck,volcanic arse,0RV8J90I6tsajXyxBCch0Q,spotify:track:0RV8J90I6tsajXyxBCch0Q,spotify:track:0RV8J90I6tsajXyxBCch0Q,0.325,0.769,0.878,0.000215,0.0787,-3.932,0.103,99.967,0.673,2
1261,Base Cleft,Eliptical Jig's Fat Bottom,42eOuOzHbFMNN6epCIZ4lk,spotify:track:42eOuOzHbFMNN6epCIZ4lk,spotify:track:42eOuOzHbFMNN6epCIZ4lk,0.0603,0.547,0.959,0.586,0.0656,-5.399,0.0434,123.981,0.524,2
1262,Nic Bommarito,Arvo Pärt,5ODfVBltR4Na3BTz2CrAjE,spotify:track:5ODfVBltR4Na3BTz2CrAjE,spotify:track:5ODfVBltR4Na3BTz2CrAjE,0.203,0.537,0.382,0.885,0.196,-12.067,0.0363,90.087,0.0554,2
1263,Jared C. Balogh,ROSE,6Kw1uag67jv7fx4e6lbRS8,spotify:track:6Kw1uag67jv7fx4e6lbRS8,spotify:track:6Kw1uag67jv7fx4e6lbRS8,0.977,0.257,0.101,0.198,0.0901,-11.112,0.0374,166.643,0.19,2
1264,The Meaner,The Playground,1dgRDbz8ozbYYdXkAKJpSj,spotify:track:1dgRDbz8ozbYYdXkAKJpSj,spotify:track:1dgRDbz8ozbYYdXkAKJpSj,0.0804,0.496,0.58,0.000149,0.0595,-8.191,0.0311,99.052,0.348,2
1265,Floating Spirits & 2Kutup,Revolt,7lQW1w8vXCPrkXrQvyuA2R,spotify:track:7lQW1w8vXCPrkXrQvyuA2R,spotify:track:7lQW1w8vXCPrkXrQvyuA2R,0.00435,0.733,0.68,0.896,0.161,-10.907,0.0446,124.989,0.0774,2
1266,Fast Freddie Fourier and the Transforms,Sleeping Beauty,5VAsGvQidzsK9TTEC4kLHp,spotify:track:5VAsGvQidzsK9TTEC4kLHp,spotify:track:5VAsGvQidzsK9TTEC4kLHp,0.0916,0.72,0.466,0.00101,0.491,-8.561,0.031,90.135,0.252,2
1267,Tinitus,Abdul Me Asusta,6EO4hdAPFBmjYwWMmsSpzv,spotify:track:6EO4hdAPFBmjYwWMmsSpzv,spotify:track:6EO4hdAPFBmjYwWMmsSpzv,0.981,0.357,0.0412,0.0,0.138,-8.626,0.0362,78.208,0.138,2
1268,Easy Rider,Shame / School Shooter,4AH8GJVosfrbfhe5NVTAnx,spotify:track:4AH8GJVosfrbfhe5NVTAnx,spotify:track:4AH8GJVosfrbfhe5NVTAnx,0.0339,0.422,0.851,0.0,0.152,-4.031,0.0398,93.649,0.667,2
1269,LE CHEVALIER DE RINCHY,le bulletin (live),5nsXooXaMxTvppbjPjEl0m,spotify:track:5nsXooXaMxTvppbjPjEl0m,spotify:track:5nsXooXaMxTvppbjPjEl0m,0.00369,0.869,0.773,0.00169,0.371,-4.934,0.0576,123.015,0.775,2
1270,Aitua,Ferdinando Carulli - Op 317 Divertissement no 1,6Hx4op1qBfw5qmEqreNe13,spotify:track:6Hx4op1qBfw5qmEqreNe13,spotify:track:6Hx4op1qBfw5qmEqreNe13,0.992,0.354,0.0861,0.91,0.0906,-30.576,0.0655,116.464,0.461,2
1271,King Ghidorah!,One Tenth Mile (live),148kJ2OWqO5OIHxbydJJng,spotify:track:148kJ2OWqO5OIHxbydJJng,spotify:track:6rPHD0v4covt85hMYGmaO1,0.927,0.346,0.159,0.736,0.094,-13.651,0.0578,96.443,0.075,2
1272,Jason Leonard,Ritual Five,3M9Apu4OZfylLTFKvgEtKa,spotify:track:3M9Apu4OZfylLTFKvgEtKa,spotify:track:4O2HZH0psbxijFPOQHgi2a,0.157,0.647,0.726,0.0,0.0844,-4.389,0.0552,114.996,0.767,2
1273,Los Close,Double Exposure,5E39t0ioDKwXeKmxA4XmEk,spotify:track:5E39t0ioDKwXeKmxA4XmEk,spotify:track:5E39t0ioDKwXeKmxA4XmEk,0.372,0.44,0.452,0.0,0.61,-13.388,0.0505,77.759,0.52,2
1274,Justice Yeldham,Track 02,4lizJRdPhdGuTpQl4WOFUD,spotify:track:4lizJRdPhdGuTpQl4WOFUD,spotify:track:4lizJRdPhdGuTpQl4WOFUD,0.0389,0.112,9.55e-05,0.338,0.381,5.114,0.59,95.919,0.0315,2
1275,yves son ace,My Confusion Your Delusion,2wiV5iKq5F5A0KUee4OrlK,spotify:track:2wiV5iKq5F5A0KUee4OrlK,spotify:track:2wiV5iKq5F5A0KUee4OrlK,0.887,0.325,0.322,0.214,0.118,-16.613,0.03,182.073,0.724,2
1276,WORM RADIOPLAYS,gardensensibilities,3iofEp6NDxSBOcoSNsXmOa,spotify:track:3iofEp6NDxSBOcoSNsXmOa,spotify:track:3iofEp6NDxSBOcoSNsXmOa,0.933,0.453,0.0207,0.809,0.147,-18.917,0.0518,200.224,0.0981,2
1277,HOT POCKET DINGLEBERRY DISEASE,YOU MUST UNLEARN WHAT YOU HAVE LEARNED,0TQp3SpfrkWtGCyJJgMbHW,spotify:track:0TQp3SpfrkWtGCyJJgMbHW,spotify:track:0TQp3SpfrkWtGCyJJgMbHW,0.0289,0.669,0.737,0.0,0.204,-7.974,0.0975,170.925,0.948,2
1278,Little Glass Men,Euro Knallers,2649eKcNbc0EhyUCb8gYuu,spotify:track:2649eKcNbc0EhyUCb8gYuu,spotify:track:2649eKcNbc0EhyUCb8gYuu,0.935,0.611,0.225,1.76e-05,0.124,-13.308,0.109,83.969,0.0561,2
1279,Filip Roter,Dorofieja,7gKdyWWCVLtecj0JINpgeC,spotify:track:7gKdyWWCVLtecj0JINpgeC,spotify:track:2SDHvVMwTdL4mkIZiH7ykU,0.181,0.788,0.633,0.0,0.0505,-6.289,0.119,89.648,0.717,2
1280,Kosta T,партии,5NqhAFTgPTsxhm7kDhfVCw,spotify:track:5NqhAFTgPTsxhm7kDhfVCw,spotify:track:5NqhAFTgPTsxhm7kDhfVCw,0.0344,0.765,0.795,0.0,0.327,-3.983,0.267,95.776,0.629,2
1281,Reve Steich,Traveling with 18 eyes,1bz59kjQuhPKv0fxECcQh9,spotify:track:1bz59kjQuhPKv0fxECcQh9,spotify:track:33ow51yGQZ5xUTM6kGwHmE,0.989,0.622,0.391,0.909,0.116,-15.589,0.0365,108.098,0.238,2
1282,Jan Grünfeld,golfer,2GcSVKKKIgnFhXF0t6Cvc9,spotify:track:2GcSVKKKIgnFhXF0t6Cvc9,spotify:track:28PUpmaOmhiX2Ib5xGIlak,0.933,0.504,0.441,0.946,0.112,-14.95,0.0619,89.975,0.37,2
1283,Shire E.,Four Square Queen,0tbVNNwMTRKdF3aMqVKXUa,spotify:track:0tbVNNwMTRKdF3aMqVKXUa,spotify:track:0tbVNNwMTRKdF3aMqVKXUa,0.868,0.443,0.324,0.893,0.109,-13.367,0.0475,158.255,0.114,2
1284,nisei23,Double Helix,0dgZddzWN98YBuzZFmuARA,spotify:track:0dgZddzWN98YBuzZFmuARA,spotify:track:0dgZddzWN98YBuzZFmuARA,0.000358,0.476,0.989,0.000242,0.343,-2.827,0.173,101.063,0.355,2
1287,Dmitriy Krotevich,Own Way,1n1HvU1nrcsDaWyxLq8Hde,spotify:track:1n1HvU1nrcsDaWyxLq8Hde,spotify:track:1n1HvU1nrcsDaWyxLq8Hde,0.00494,0.652,0.884,0.496,0.295,-8.643,0.0366,117.999,0.718,2
1288,POVALISHIN DIVISION,Вудсток (демо),3Y2cUY8iX1xhltKNy1zlPc,spotify:track:3Y2cUY8iX1xhltKNy1zlPc,spotify:track:3Y2cUY8iX1xhltKNy1zlPc,0.0962,0.554,0.555,0.0,0.107,-10.855,0.274,93.964,0.278,2
1289,KieLoBot,Lichtung,3Zcv9IeYgCvEhxFTfsduaQ,spotify:track:3Zcv9IeYgCvEhxFTfsduaQ,spotify:track:3Zcv9IeYgCvEhxFTfsduaQ,0.0166,0.764,0.672,1.06e-06,0.103,-4.274,0.0655,150.021,0.594,2
1290,Phemale,1/1/2013,3IcuxADFiHnrxC5NZoMBIp,spotify:track:3IcuxADFiHnrxC5NZoMBIp,spotify:track:1MXfyXi4OdU0WMhgZM6tLR,0.0225,0.733,0.849,0.0159,0.102,-5.335,0.0482,98.928,0.65,2
1291,The Juggs,The Charming Man,0hkVWxNHbrTM6te1Qh0cd6,spotify:track:0hkVWxNHbrTM6te1Qh0cd6,spotify:track:0TcbsirlFw81kQUAdhdXPw,0.216,0.412,0.712,3.06e-06,0.171,-8.285,0.22,148.705,0.281,2
1292,Lately Kind of Yeah,DRACULA,1w6Ox0huJlnJKtUkAkI06c,spotify:track:1w6Ox0huJlnJKtUkAkI06c,spotify:track:4MFpKQeIvQSPaPZr3DyPUZ,0.551,0.556,0.56,0.24,0.133,-11.933,0.0278,96.982,0.36,2
1293,Sly COLLINS,Sweet Mother,50DAdzUSiKnbXzA7UX4v8q,spotify:track:50DAdzUSiKnbXzA7UX4v8q,spotify:track:6xkV5KgHwsn8gKqlKFo8sh,0.22,0.866,0.371,0.0,0.124,-15.101,0.0842,100.034,0.506,2
1294,Luce Lutu,Them Diamonds,4rjdzpEqVt5unHQ6Ud6Ghe,spotify:track:4rjdzpEqVt5unHQ6Ud6Ghe,spotify:track:4rjdzpEqVt5unHQ6Ud6Ghe,0.108,0.467,0.487,0.0,0.133,-9.231,0.132,111.46,0.115,2
1295,Sci Fi Industries,Envio Prévio,45gBZkMfyeDJvfSsF6pEKf,spotify:track:45gBZkMfyeDJvfSsF6pEKf,spotify:track:45gBZkMfyeDJvfSsF6pEKf,0.0892,0.609,0.661,0.0,0.423,-7.764,0.312,93.898,0.668,2
1296,Ergo Phizmiz,Judas,5ybk0RVtJLh63xcoMyLoTQ,spotify:track:5ybk0RVtJLh63xcoMyLoTQ,spotify:track:2QQDH8gt4nyxFu2XX6bhG8,0.00731,0.546,0.907,0.663,0.118,-6.477,0.044,149.963,0.613,2
1297,Vi-Fi,Одинокому путнику,0KcfPzrrGljXVSz4J5knjB,spotify:track:0KcfPzrrGljXVSz4J5knjB,spotify:track:0KcfPzrrGljXVSz4J5knjB,0.215,0.73,0.525,0.13,0.129,-7.033,0.0335,99.969,0.121,2
1298,Raw Nerve,Cock of the Walk,3Y2e8CHjoKDQY6QWorKYqG,spotify:track:3Y2e8CHjoKDQY6QWorKYqG,spotify:track:3Y2e8CHjoKDQY6QWorKYqG,0.0752,0.835,0.686,0.654,0.0972,-6.225,0.0726,124.006,0.528,2
1299,Daddy Long Legs,Blood From A Stone,5yxKhrID1Yq7jVo3wjWVtK,spotify:track:5yxKhrID1Yq7jVo3wjWVtK,spotify:track:5yxKhrID1Yq7jVo3wjWVtK,0.355,0.354,0.888,0.000946,0.266,-4.669,0.228,205.7,0.767,2
1300,Simon Whetham,Icelandic Revolution,3ZRkOtlzwgHS4dhXMbYtQF,spotify:track:3ZRkOtlzwgHS4dhXMbYtQF,spotify:track:3WKpflEjBgrePheA5AzsU1,0.995,0.353,0.0235,0.956,0.0886,-29.539,0.0754,70.41,0.182,2
1301,Devolver,packing for the soul,1tJ7TxDl6k4brmJUS6MMlk,spotify:track:1tJ7TxDl6k4brmJUS6MMlk,spotify:track:1tJ7TxDl6k4brmJUS6MMlk,0.205,0.512,0.515,0.974,0.108,-10.601,0.0249,82.996,0.469,2
1302,Italian Dub Community,"King Kietu - ""Touba Dub""",2V6QHg4PkwdWq9Y23ZzOK6,spotify:track:2V6QHg4PkwdWq9Y23ZzOK6,spotify:track:2V6QHg4PkwdWq9Y23ZzOK6,0.228,0.693,0.51,0.67,0.17,-10.256,0.047,76.888,0.474,2
1303,Tha Silent Partner,A Saturday Afternoon,2jvZIwe8noG7HSddWWX7ok,spotify:track:2jvZIwe8noG7HSddWWX7ok,spotify:track:0QnzncoRNNbjmwM6S1kY8l,0.452,0.242,0.401,0.0757,0.652,-13.68,0.0368,99.965,0.176,2
1304,Dj Somatix,My Own Addiction,3dGC5sFn55r7UtDxrhiDM8,spotify:track:3dGC5sFn55r7UtDxrhiDM8,spotify:track:6kATJqhel7UXk1GkTz2cjW,0.222,0.653,0.567,0.0,0.116,-7.907,0.0633,149.935,0.311,2
1305,Deadly Combo,Vacate the Premises (Prelude),1oPsoFVzuABOotZsCW7Ixa,spotify:track:1oPsoFVzuABOotZsCW7Ixa,spotify:track:2tkjP2fP9BaLDkBMbLnmtc,0.0414,0.621,0.701,0.0,0.113,-4.465,0.37,134.954,0.646,2
1306,Kosta T,ипраовизиция,7kL2GX0lYXeE7GxK8Nxx01,spotify:track:7kL2GX0lYXeE7GxK8Nxx01,spotify:track:7kL2GX0lYXeE7GxK8Nxx01,0.897,0.147,0.0721,0.961,0.38,-25.867,0.0509,138.65,0.0385,2
1308,Billy Bragg,Greetings to the New Brunette,7JlcGxKmzXmkdCemErJIQh,spotify:track:7JlcGxKmzXmkdCemErJIQh,spotify:track:7JlcGxKmzXmkdCemErJIQh,0.415,0.58,0.751,0.0,0.0663,-4.307,0.0275,135.05,0.763,2
1309,New Air,Survival,2CDg4nUEXfxIFgQCSga3G3,spotify:track:2CDg4nUEXfxIFgQCSga3G3,spotify:track:2CDg4nUEXfxIFgQCSga3G3,0.00633,0.612,0.803,0.785,0.345,-7.959,0.0346,105.006,0.0571,2
1310,Charlie Salas-Humara,Maniac Cop,7iaAJiuUGNjbVJe1ScshP5,spotify:track:7iaAJiuUGNjbVJe1ScshP5,spotify:track:7iaAJiuUGNjbVJe1ScshP5,0.252,0.69,0.53,0.00747,0.636,-13.496,0.0239,96.996,0.888,2
1311,CM aka Creative,Driven,2sIWKrYmpVuGltnb1pXxO1,spotify:track:2sIWKrYmpVuGltnb1pXxO1,spotify:track:2sIWKrYmpVuGltnb1pXxO1,0.106,0.602,0.523,0.0,0.128,-11.116,0.176,79.495,0.479,2
1313,The Polish Ambassador,Superpowers,2sbebDed4uRGdd9QAmhv7v,spotify:track:2sbebDed4uRGdd9QAmhv7v,spotify:track:2sbebDed4uRGdd9QAmhv7v,0.0177,0.609,0.787,0.00879,0.413,-6.135,0.0438,159.98,0.653,2
1314,BRIGAND,Heroj,3BnsuPdVr0gHEbMI40B6gw,spotify:track:3BnsuPdVr0gHEbMI40B6gw,spotify:track:3BnsuPdVr0gHEbMI40B6gw,2.26e-05,0.17,0.653,0.00411,0.094,-4.664,0.0561,97.535,0.182,2
1315,Beme Seed,Lights Unfold,6dOqUsGWx034niOsag4z1A,spotify:track:6dOqUsGWx034niOsag4z1A,spotify:track:6dOqUsGWx034niOsag4z1A,0.000357,0.605,0.894,0.59,0.0492,-6.464,0.0345,131.0,0.348,2
1316,Wehwalt,Quand je t'aurai éteint,6dhY3WUqryHUh8aPDYxQxh,spotify:track:6dhY3WUqryHUh8aPDYxQxh,spotify:track:0XqB5gOpCdI9vV3MhKQyyX,0.365,0.759,0.741,0.919,0.0968,-8.26,0.0354,111.988,0.4,2
1317,lance harrison,vegemite on toast,2FvvSnVebR6zoh5TxLbnKl,spotify:track:2FvvSnVebR6zoh5TxLbnKl,spotify:track:4KcKi3vvugwztcL3AHJPky,0.0312,0.64,0.92,0.0,0.307,-5.381,0.128,92.028,0.283,2
1318,Rully Shabara & Wukir,Warna,6R2NvQEAOjSjIQ4mMp9MRP,spotify:track:6R2NvQEAOjSjIQ4mMp9MRP,spotify:track:6R2NvQEAOjSjIQ4mMp9MRP,4.55e-06,0.464,0.851,0.0487,0.624,-10.389,0.0459,143.775,0.786,2
1319,Frédéric Gerchambeau & Zreen Toyz,Langueur ascensionnelle,5CWU3Y1FJOegGQ9s7zHAoO,spotify:track:5CWU3Y1FJOegGQ9s7zHAoO,spotify:track:5CWU3Y1FJOegGQ9s7zHAoO,0.991,0.212,0.0494,0.908,0.106,-26.04,0.0404,71.791,0.0635,2
1320,Textile Audio,Of Hymn (from 'The Pomegranate Cycle'),7j6WffpdiUX1S9WUu7tXyo,spotify:track:7j6WffpdiUX1S9WUu7tXyo,spotify:track:6Ho2yNEuJmD359pcclrpsv,0.324,0.718,0.868,0.00145,0.141,-6.765,0.0995,92.024,0.557,2
1321,ENOT,To Begin,40vnEkcfMckZu7vIXLj1kP,spotify:track:40vnEkcfMckZu7vIXLj1kP,spotify:track:40vnEkcfMckZu7vIXLj1kP,0.00154,0.449,0.933,1.53e-05,0.777,-6.997,0.101,105.57,0.373,2
1322,Titus 12,FanfarI,5yxjCKKXiQTYQwHfurOBzf,spotify:track:5yxjCKKXiQTYQwHfurOBzf,spotify:track:5yxjCKKXiQTYQwHfurOBzf,0.0696,0.799,0.875,0.0,0.13,-3.66,0.0404,115.033,0.954,2
1323,Simon Waldram,Another World For You (Elektronz remix),0EwSIWoMn92waYbMh2l29F,spotify:track:0EwSIWoMn92waYbMh2l29F,spotify:track:0EwSIWoMn92waYbMh2l29F,0.00622,0.319,0.812,0.173,0.127,-7.09,0.039,115.985,0.671,2
1324,Section 27 Netlabel,Incisor,1NTMxOHUBz5oWQyeQlnRLC,spotify:track:1NTMxOHUBz5oWQyeQlnRLC,spotify:track:18JsyXMibdJM8Bc0NKmSkJ,0.181,0.746,0.279,0.00134,0.229,-14.616,0.271,179.985,0.174,2
1325,Fierbinteanu,TX12NO1,1cr9iS5IDEcrxNrRszr6wr,spotify:track:1cr9iS5IDEcrxNrRszr6wr,spotify:track:1cr9iS5IDEcrxNrRszr6wr,0.344,0.867,0.933,3.83e-05,0.094,-4.064,0.0731,170.071,0.9,2
1326,Kosta T,в раздумьи,5oCneCUH3EwpQ5SnrisRE3,spotify:track:5oCneCUH3EwpQ5SnrisRE3,spotify:track:5oCneCUH3EwpQ5SnrisRE3,0.54,0.626,0.757,0.000809,0.0938,-8.071,0.0892,126.839,0.427,2
1327,Questionmark Embargo,The Edge,0JNdS1n0ifOP25XvhwAMgM,spotify:track:0JNdS1n0ifOP25XvhwAMgM,spotify:track:0JNdS1n0ifOP25XvhwAMgM,0.000343,0.581,0.772,0.0191,0.11,-6.544,0.0401,127.952,0.361,2
1328,Dreamworld,Feel The Power,7mhvF6hau3AiF7ImSSWXQv,spotify:track:7mhvF6hau3AiF7ImSSWXQv,spotify:track:7mhvF6hau3AiF7ImSSWXQv,0.439,0.71,0.75,3.8e-06,0.0793,-5.57,0.0537,137.933,0.662,2
1329,Teleidofusion,Summer Mood,4S3DXtdTdgOIezKgu8DR0M,spotify:track:4S3DXtdTdgOIezKgu8DR0M,spotify:track:4S3DXtdTdgOIezKgu8DR0M,0.113,0.596,0.502,0.797,0.264,-6.783,0.0277,107.719,0.653,2
1330,Percival Pembroke,'93 Jungle Perspectives,4W9RxLFM9m0VQu5uxE3DxW,spotify:track:4W9RxLFM9m0VQu5uxE3DxW,spotify:track:4W9RxLFM9m0VQu5uxE3DxW,0.924,0.0678,0.298,0.99,0.144,-19.226,0.0323,185.591,0.195,2
1331,Mitä,Haista Paska!,2w9MD1Kwr0o6NuAPodlJLz,spotify:track:2w9MD1Kwr0o6NuAPodlJLz,spotify:track:2w9MD1Kwr0o6NuAPodlJLz,0.704,0.61,0.562,0.0,0.116,-9.025,0.0622,124.26,0.916,2
1332,Chronox,The Launch,2b56mMYlV2h1sCxUbxv92O,spotify:track:2b56mMYlV2h1sCxUbxv92O,spotify:track:2b56mMYlV2h1sCxUbxv92O,0.135,0.782,0.159,0.905,0.13,-16.962,0.0742,148.069,0.627,2
1333,Carlos Valverde,III,787eSmrT8cfZ9eKd8kDxKH,spotify:track:787eSmrT8cfZ9eKd8kDxKH,spotify:track:787eSmrT8cfZ9eKd8kDxKH,0.853,0.264,0.0258,0.378,0.0793,-21.736,0.0438,136.405,0.0338,2
1334,Arwen Lewis,Sittin' By The Window,7CGGWpsoTIN1PW7MBRVaLV,spotify:track:7CGGWpsoTIN1PW7MBRVaLV,spotify:track:7CGGWpsoTIN1PW7MBRVaLV,0.0556,0.654,0.622,0.00411,0.133,-8.138,0.0244,97.024,0.434,2
1335,Antony Maubert,[uzu] Live In C'est La Vie - 01.Part I,1IrrcAS7VL8gUcOF0KHBfU,spotify:track:1IrrcAS7VL8gUcOF0KHBfU,spotify:track:4jyopBaKfDn0QXy6UJGik9,0.000324,0.454,0.699,2.54e-05,0.415,-8.488,0.0299,146.597,0.289,2
1336,Bitches,Interview,6dKHEOxmG7I6SraR7QFT6e,spotify:track:6dKHEOxmG7I6SraR7QFT6e,spotify:track:6dKHEOxmG7I6SraR7QFT6e,0.707,0.588,0.851,0.0,0.0968,-6.311,0.515,84.472,0.452,2
1337,BICIKL,Mississippi Showdown,0WhbamTUdhnShRXhEiUInM,spotify:track:0WhbamTUdhnShRXhEiUInM,spotify:track:0qZbiGDAfjiFAJRv6AuPPw,0.273,0.349,0.823,0.000128,0.112,-7.689,0.096,152.851,0.409,2
1338,Jaan Patterson,V,4Xs1mJ1hI2ab5ICIv4K19C,spotify:track:4Xs1mJ1hI2ab5ICIv4K19C,spotify:track:4Xs1mJ1hI2ab5ICIv4K19C,0.584,0.398,0.657,0.693,0.0912,-14.518,0.141,119.896,0.195,2
1339,Inkubus Sukkubus,Vampire Erotica,6KtLECDztnah63TNmV4Plw,spotify:track:6KtLECDztnah63TNmV4Plw,spotify:track:6KtLECDztnah63TNmV4Plw,0.000631,0.246,0.768,0.301,0.102,-7.48,0.0387,169.873,0.35,2
1340,Los Primos,El baile de la brasa,7rxHR6dby35y5pjAYQP4ZW,spotify:track:7rxHR6dby35y5pjAYQP4ZW,spotify:track:2O97frCXRrFLDV10UeCd9V,0.262,0.789,0.705,2.92e-06,0.121,-4.364,0.0486,112.097,0.838,2
1341,Drive-Thru Mystics,Black Tears,76MPOMsHa41j0AHZd7oFva,spotify:track:76MPOMsHa41j0AHZd7oFva,spotify:track:76MPOMsHa41j0AHZd7oFva,0.371,0.264,0.56,0.71,0.0334,-10.507,0.0335,94.744,0.196,2
1343,Tom Brosseau,"live ""love the lab"" session (02.22.07)",3Yahrb4joLsIIdUSqyHJZ4,spotify:track:3Yahrb4joLsIIdUSqyHJZ4,spotify:track:3Yahrb4joLsIIdUSqyHJZ4,0.213,0.639,0.555,0.816,0.336,-9.873,0.0414,83.479,0.726,2
1345,Just Plain Ant,This Is Madness (Ol Skool '86 JFK Remix) (Featuring Black Liquid),0LlKLfaGv1t1dPxwo7LjEQ,spotify:track:0LlKLfaGv1t1dPxwo7LjEQ,spotify:track:0LlKLfaGv1t1dPxwo7LjEQ,0.04,0.532,0.554,1.39e-06,0.109,-9.016,0.0406,140.058,0.334,2
1346,Covox,Switchblade Squadron,54I8vG9DuKfCEsKKPI52WC,spotify:track:54I8vG9DuKfCEsKKPI52WC,spotify:track:54I8vG9DuKfCEsKKPI52WC,0.0902,0.795,0.866,9.03e-06,0.109,-6.12,0.0624,129.985,0.442,2
1347,ROW,Magnetawan,1Fk6KB9H0oZ2rYKFRDrhQm,spotify:track:1Fk6KB9H0oZ2rYKFRDrhQm,spotify:track:1Fk6KB9H0oZ2rYKFRDrhQm,0.349,0.719,0.395,5.07e-05,0.0716,-9.581,0.0335,113.036,0.718,2
